YJコード,医薬品名,需要タイプ名,製造販売元メーカー,在庫数,単位,置き場,最終処方日,最終処方量,不動期間,期限間近/期限切れ数量,直近の有効期限,単位薬価,在庫金額（薬価）,採用停止日,JANコード
2329029M2104,エソメプラゾールカプセル２０ｍｇ「ニプロ」,PTP/20mg1カプセル/10カプセル,ニプロ,384,カプセル,,2026-04-06,21,2,0,2027-09-30,33.7,12940.8,,4987190020338
2329029M1108,エソメプラゾールカプセル１０ｍｇ「ニプロ」,PTP/10mg1カプセル/10カプセル,ニプロ,218,カプセル,,2026-03-30,28,9,0,2027-09-30,19.4,4229.2,,4987190018731
2149122F1026,ミカトリオ配合錠,PTP/1錠/10錠,日本ベーリンガー,27,錠,,2026-03-21,56,18,0,2027-12-31,38.7,1044.9,,4987413610513
1124007F2026,ハルシオン０．２５ｍｇ錠,PTP/0.25mg1錠/10錠,ファイザー,200,錠,,2025-01-11,30,452,100,2026-07-31,6.4,1280,,4987114933409
8114005S1024,オプソ内服液５ｍｇ,包装小/5mg2.5mL1包/1包,大日本住友,10,包,,2023-01-05,15,1189,10,2025-07-31,263.3,2633,,4987116780315
2171701R4038,ミオコールスプレー０．３ｍｇ,包装小/0.65%7.2g1缶/1缶/アルミ,トーアエイヨー,1,缶,,2024-12-18,1,476,0,2027-01-31,1028.7,1028.7,,4987142262137
3999043F2026,オルミエント錠４ｍｇ,PTP/4mg1錠/7錠,イーライリリー,16,錠,,2026-03-18,63,21,0,2028-06-30,4820,77120,,4987428447913
2190041F2023,エンレスト錠１００ｍｇ,PTP/100mg1錠/10錠,ノバルティス,221,錠,,2026-03-24,140,15,0,2028-02-29,80.2,17724.2,,4987443384415
2590013F2074,イミダフェナシンＯＤ錠０．１ｍｇ「杏林」,PTP/0.1mg1錠/10錠,キョーリンリメディオ,0,錠,,2024-09-20,112,,0,,14.5,0,,4987060309969
3999048G1028,リンヴォック錠７．５ｍｇ,PTP/7.5mg1錠/7錠,アッヴィ,16,錠,,2026-04-02,35,6,0,2027-05-31,2205.4,35286.4,,4987857150910
3999048G2024,リンヴォック錠１５ｍｇ,PTP/15mg1錠/7錠,アッヴィ,24,錠,,2026-03-18,64,21,0,2027-07-31,4325.8,103819.2,,4987857150934
4490020F2167,セチリジン塩酸塩錠１０ｍｇ「ＹＤ」,PTP/10mg1錠/10錠,陽進堂,75,錠,,2026-03-28,30,11,0,2028-03-31,10.8,810,,4987476111316
2359110B1037,モビコール配合内用剤ＬＤ,分包/6.8523g1包/1包,ＥＡファーマ,32,包,,2026-04-08,56,0,0,2028-05-31,59.3,1897.6,,4987699059402
6250021M1035,オセルタミビルカプセル７５ｍｇ「サワイ」,PTP/75mg1カプセル/10カプセル,沢井,9,カプセル,,2026-01-23,10,75,0,2030-03-31,108,972,,4987080267461
4490017R1157,プランルカストＤＳ１０％「タカタ」,バラ/10%1g,高田,139,g,,2026-01-28,16,70,0,2027-09-30,21.1,2932.9,,4987120449505
1179054F1103,エスシタロプラム錠１０ｍｇ「明治」,PTP/10mg1錠/10錠,ＭｅｉｊｉＳｅｉｋａ,-107,錠,,2026-01-16,42,,0,,44.1,-4718.7,,4987222002035
2459100F1162,セレスタミン配合錠,PTP/1錠/10錠,高田,358,錠,,2026-03-28,14,11,358,2026-07-31,7.2,2577.6,,4987120246036
4490023R2035,フェキソフェナジン塩酸塩ＤＳ５％「トーワ」,分包/5%1g/0.6g,東和薬品,108,g,,2025-10-24,16.8,166,0,2028-01-31,28.2,3045.6,,4987155145106
3999017M1050,ミコフェノール酸モフェチルカプセル２５０ｍｇ「ＶＴＲＳ」,PTP/250mg1カプセル/10カプセル,マイランＥＰＤ,20,カプセル,,2026-03-06,364,33,0,2028-03-31,136.4,2728,,4987901091305
6290005F1130,テルビナフィン錠１２５ｍｇ「サンド」,PTP/125mg1錠/10錠,サンド,173,錠,,2025-10-25,60,165,73,2026-09-30,29.6,5120.8,,4987614255018
2649728N1075,スタデルムクリーム５％,包装小/5%1g/10g,鳥居,30,g,,2025-03-22,10,382,30,2026-05-31,10.8,324,,4987158140191
3339950R1177,ヒルドイドフォーム０．３％,包装小/1g/92g,マルホ,460,g,,2026-03-10,184,29,0,2027-06-30,18.2,8372,,4987213111012
2129008M1113,ピルシカイニド塩酸塩カプセル２５ｍｇ「サワイ」,PTP/25mg1カプセル/10カプセル,沢井,168,カプセル,,2026-03-30,84,9,0,2028-10-31,10.8,1814.4,,4987080255017
5200140D1021,ツムラ抑肝散加陳皮半夏エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,440,g,,2026-03-09,235,30,0,2028-10-31,14.4,6336,,4987138808349
6250046F1028,アメナリーフ錠２００ｍｇ,PTP/200mg1錠/14錠,マルホ,14,錠,,2026-01-17,14,81,0,2027-12-31,1124.3,15740.2,,4987213110206
2369003F1037,スパカール錠４０ｍｇ,PTP/40mg1錠/10錠,大原,45,錠,,2026-03-12,270,27,0,2028-06-30,13.9,625.5,,4987407124309
2325003F1300,ファモチジン錠１０ｍｇ「トーワ」,PTP/10mg1錠/10錠,東和薬品,0,錠,,2025-07-04,30,,0,,10.8,0,,4987155756074
1233001B1025,ワゴスチグミン散（０．５％）,バラ/0.5%1g,共和薬品,60,g,,2026-03-12,28,27,0,2027-07-31,13,780,,4987058203538
2259704G5020,メプチン吸入液ユニット０．３ｍＬ,包装小/0.01%0.3mL1個/1個,大塚製薬,42,個,,2025-07-04,14,278,0,2027-07-31,25,1050,,4987035376910
1190012F6109,ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ＴＣＫ」,PTP/10mg1錠/14錠,辰巳,-42,錠,,2025-12-09,28,,0,,63,-2646,,4987124042634
1139015F2023,ビムパット錠１００ｍｇ,PTP/100mg1錠/10錠,ＵＣＢ,0,錠,,2025-12-20,126,,0,,303,0,,4987081107551
3999444G4021,ケブザラ皮下注２００ｍｇオートインジェクター,200mg1.14mL1キット/1キット,サノフィ,2,キット,,2026-03-18,5,21,0,2027-09-30,45596,91192,,4987153040038
2639701N1029,ゼビアックス油性クリーム２％,包装小/2%1g/10g,マルホ,10,g,,2026-03-28,10,11,0,2028-06-30,43.1,431,,4987213110701
4490014F2390,エピナスチン塩酸塩錠２０ｍｇ「ＮＩＧ」,PTP/20mg1錠/10錠,日医工岐阜,161,錠,,2026-04-01,84,7,0,2028-04-30,12.6,2028.6,,4987376726689
1190018F4030,メマンチン塩酸塩ＯＤ錠５ｍｇ「ＤＳＥＰ」,PTP/5mg1錠/14錠,第一三共エスファ,141,錠,,2026-03-23,28,16,0,2027-08-31,19.6,2763.6,,4987081189311
2149043F1135,アゼルニジピン錠８ｍｇ「日医工」,PTP/8mg1錠/10錠,日医工,0,錠,,2026-03-04,67,,0,,10.8,0,,4987376043212
3969019F2023,フォシーガ錠１０ｍｇ,PTP/10mg1錠/10錠,アストラゼネカ,212,錠,,2026-04-06,35,2,0,2028-05-31,140.6,29807.2,,4987039454621
1190026F6020,タリージェＯＤ錠５ｍｇ,PTP/5mg1錠/10錠,第一三共,818,錠,,2026-04-06,6,2,0,2028-06-30,92.5,75665,,4987081120260
2325005F1031,アシノン錠１５０ｍｇ,PTP/150mg1錠/10錠,ゼリア,16,錠,,2024-02-21,35,777,16,2026-04-30,12.3,196.8,,4987103011743
2149045F2033,エプレレノン錠５０ｍｇ「杏林」,PTP/50mg1錠/10錠,キョーリンリメディオ,165,錠,,2026-03-13,28,26,0,2028-07-31,18.4,3036,,4987060310439
1329711Q3032,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「タカタ」５６噴霧用,包装小/3mg6g1瓶/1瓶,高田,21,瓶,,2026-03-13,6,26,0,2027-06-30,420.2,8824.2,,4987120121906
3399006F2162,サルポグレラート塩酸塩錠１００ｍｇ「オーハラ」,PTP/100mg1錠/10錠,大原,35,錠,,2025-01-11,147,452,0,2027-01-31,26.1,913.5,,4987407121506
1179012F1134,クロチアゼパム錠５ｍｇ「トーワ」,PTP/5mg1錠/10錠,東和薬品,-5,錠,,2025-11-04,60,,0,,10.8,-54,,4987155142051
2290802G2020,フルティフォーム１２５エアゾール５６吸入用,包装小/56吸入1瓶/1瓶,杏林,5,瓶,,2026-03-18,2,21,0,2027-02-28,2095.2,10476,,4987060007728
1179038F1074,リスペリドン錠１ｍｇ「アメル」,PTP/1mg1錠/10錠,共和薬品,40,錠,,2026-04-06,70,2,0,2028-07-31,10.8,432,,4987058861035
2189017F1073,ロスバスタチン錠２．５ｍｇ「ＴＣＫ」,PTP/2.5mg1錠/10錠,辰巳,812,錠,,2026-04-06,56,2,0,2028-11-30,10.8,8769.6,,4987124156225
6132002M2175,セファレキシンカプセル２５０ｍｇ「トーワ」,PTP/250mg1カプセル/10カプセル,東和薬品,1,カプセル,,2025-08-12,15,239,0,2027-02-28,31.5,31.5,,4987155088038
2499014F1021,リベルサス錠３ｍｇ,PTP/3mg1錠/10錠,ノボ,3,錠,,2026-03-23,28,16,0,2028-04-30,143.1,429.3,,4987616003945
2160002F1109,ミドドリン塩酸塩錠２ｍｇ「サワイ」,PTP/2mg1錠/10錠,沢井,30,錠,,2025-03-01,270,403,0,2027-10-31,7.4,222,,4987080104711
3112004M1236,カルシトリオールカプセル０．２５μｇ「ＮＩＧ」,PTP/0.25μg1カプセル/10カプセル,日医工岐阜,120,カプセル,,2026-04-04,91,4,0,2027-12-31,6.3,756,,4987123871303
2233002R2061,カルボシステインＤＳ５０％「トーワ」,分包/50%1g/1g,東和薬品,58.5,g,,2026-03-24,4,15,0,2027-06-30,12.5,731.25,,4987155040173
1315706Q2102,リンデロン点眼・点耳・点鼻液０．１％,包装小/0.1%1mL/5mL,シオノギファーマ,75,mL,,2026-04-03,5,5,0,2028-09-30,44,3300,,4987087033526
6241010C1059,トスフロキサシントシル酸塩小児用細粒１５％「明治」,バラ/150mg1g,ＭｅｉｊｉＳｅｉｋａ,0,g,,2025-07-11,10.5,,0,,102.6,0,,4987222662840
2316004F1020,ビオフェルミンＲ錠,PTP/1錠/10錠,ビオフェルミン,153,錠,,2026-03-25,84,14,0,2028-07-31,6.3,963.9,,4987306066984
6131001C2119,アモキシシリン細粒２０％「ＴＣＫ」,バラ/200mg1g,辰巳,301.1,g,,2026-03-24,13.2,15,0,2027-02-28,11.8,3552.98,,4987124370423
3969023F2020,ジャディアンス錠２５ｍｇ,PTP/25mg1錠/10錠,日本ベーリンガー,24,錠,,2026-03-12,35,27,0,2028-03-31,283.4,6801.6,,4987413300513
2139011F3034,トルバプタンＯＤ錠７．５ｍｇ「ＤＳＥＰ」,PTP/7.5mg1錠/10錠,第一三共エスファ,77.5,錠,,2026-03-26,14,13,0,2028-01-31,269.6,20894,,4987081189519
1324704Q1033,プリビナ液０．０５％,調剤用/0.05%1mL,日新製薬,595,mL,,2026-03-17,20,22,0,2028-10-31,3.9,2320.5,,4987447025017
1190004F1170,チアプリド錠２５ｍｇ「ＪＧ」,PTP/25mg1錠/10錠,長生堂,118,錠,,2026-01-08,56,90,0,2027-11-30,10.8,1274.4,,4987792169213
6149004F1028,ジスロマック錠２５０ｍｇ,PTP/250mg1錠/6錠,ファイザー,68,錠,,2026-01-27,6,71,0,2027-12-31,115,7820,,4987114124203
2699713Q1026,ロゼックスゲル０．７５％,包装小/0.75%1g/15g,マルホ,45,g,,2025-07-19,15,263,45,2026-07-31,62,2790,,4987213121011
2319001M1213,ロペミンカプセル１ｍｇ,PTP/1mg1カプセル/10カプセル,ヤンセン,105,カプセル,,2025-10-30,10,160,5,2026-08-31,8,840,,4987672957640
4490026F1044,キプレスチュアブル錠５ｍｇ,PTP/5mg1錠/10錠,杏林,32,錠,,2025-08-23,30,228,0,2027-05-31,41.3,1321.6,,4987060007094
2590011F1036,ソリフェナシンコハク酸塩錠２．５ｍｇ「ＴＣＫ」,PTP/2.5mg1錠/10錠,辰巳,188,錠,,2026-03-23,56,16,0,2028-04-30,17.3,3252.4,,4987124158618
2144006F1057,リシノプリル錠５ｍｇ「トーワ」,PTP/5mg1錠/10錠,東和薬品,125,錠,,2026-02-19,63,48,0,2027-10-31,10.8,1350,,4987155528015
2233002R2070,カルボシステインドライシロップ５０％「ＮＩＧ」,バラ/50%1g,日医工岐阜,202.02,g,,2026-03-14,12,25,0,2027-08-31,12.5,2525.25,,4987123872539
710010093,ペンニードルプラス,32G×4mm1本/14本,ニプロ,124,本,,2026-03-12,112,27,0,,17,2108,,4987616003631
3999040F1026,ボンビバ錠１００ｍｇ,PTP/100mg1錠/1錠,中外,5,錠,,2026-03-16,2,23,0,2028-03-31,1360.9,6804.5,,4987306014565
2699802M1024,ドボベット軟膏,包装小/1g/15g,レオファーマ,45,g,,2026-02-24,30,43,0,2027-06-30,150.4,6768,,4987938000264
2149110F1279,ロサルヒド配合錠ＬＤ「トーワ」,PTP/1錠/10錠,東和薬品,296,錠,,2026-03-12,48,27,0,2028-09-30,16.1,4765.6,,4987155105155
3999014M2070,タクロリムスカプセル０．５ｍｇ「ＶＴＲＳ」,PTP/0.5mg1カプセル/10カプセル,マイランＥＰＤ,59,カプセル,,2025-12-04,35,125,0,2028-01-31,90,5310,,4987901067508
2655708N1261,マイコスポールクリーム１％,包装小/1%1g/10g,バイエル,30,g,,2026-03-18,30,21,0,2028-03-31,12.8,384,,4987341108366
2183007G1020,パルモディアＸＲ錠０．２ｍｇ,PTP/0.2mg1錠/10錠,興和,0,錠,,,,,0,,51,0,,4987770529800
6199104X1023,ボノサップパック４００,PTP/1シート/1シート,武田,7,シート,,2025-06-26,7,286,0,2027-05-31,435.5,3048.5,,4987123158336
2590016F2094,タダラフィル錠５ｍｇＺＡ「ニプロ」,PTP/5mg1錠/10錠,ニプロ,100,錠,,2025-06-24,28,288,0,2027-04-30,30.3,3030,,4987190001825
2646726M1095,メサデルム軟膏０．１％,包装小/0.1%1g/5g,岡山大鵬,-3530,g,,2026-03-30,60,,0,,9.2,-32476,,4987117773217
6250021F1028,オセルタミビル錠７５ｍｇ「トーワ」,PTP/75mg1錠/10錠,東和薬品,30,錠,,2026-02-16,10,51,0,2027-12-31,104.1,3123,,4987155162424
1329707Q3257,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＤＳＰ」５６噴霧用,包装小/4.08mg8mL1瓶/1瓶,東興,9,瓶,,2026-03-31,6,8,0,2028-09-30,447.3,4025.7,,4987116110075
1179037F1029,レスリン錠２５,PTP/25mg1錠/10錠,ＭＳＤ,154,錠,,2026-02-03,70,64,0,2027-11-30,6.3,970.2,,4987954710154
2171022F3099,アムロジピンＯＤ錠２．５ｍｇ「ＴＣＫ」,PTP/2.5mg1錠/10錠,辰巳,11,錠,,2026-03-26,32,13,0,2028-02-29,10.8,118.8,,4987124133226
2149114F1099,アムバロ配合錠「ＴＣＫ」,PTP/1錠/10錠,辰巳,240,錠,,2026-03-12,56,27,0,2027-07-31,14,3360,,4987124152319
2149041F3228,バルサルタン錠８０ｍｇ「サワイ」,PTP/80mg1錠/10錠,沢井,-197,錠,,2026-03-27,15,,0,,12.2,-2403.4,,4987080004110
5900001F1022,アコニンサン錠,分包/166.67mg1錠/3錠,三和生薬,106,錠,,2024-03-13,84,756,0,2028-06-30,8.6,911.6,,4987280592202
2149117F1033,テラムロ配合錠ＡＰ「ＤＳＥＰ」,PTP/1錠/10錠,第一三共エスファ,105,錠,,2026-04-06,56,2,0,2027-12-31,19.5,2047.5,,4987081186754
1149035F2140,メロキシカム錠１０ｍｇ「サワイ」,PTP/10mg1錠/10錠,沢井,179,錠,,2026-03-18,30,21,0,2028-08-31,14.4,2577.6,,4987080153115
3999026F2103,ミノドロン酸錠５０ｍｇ「日医工」,PTP/50mg1錠/1錠,日医工,2,錠,,2026-04-04,2,4,0,2028-05-31,309.9,619.8,,4987376039802
4419002F1051,ｄ－クロルフェニラミンマレイン酸塩錠２ｍｇ「ＮＩＧ」,PTP/2mg1錠/10錠,日医工岐阜,283,錠,,2026-03-28,56,11,0,2027-11-30,6.1,1726.3,,4987123875547
2499014F2028,リベルサス錠７ｍｇ,PTP/7mg1錠/10錠,ノボ,64,錠,,2026-04-02,29,6,0,2028-07-31,333.8,21363.2,,4987616003969
2699712Q2028,ベピオローション２．５％,包装小/2.5%1g/15g,マルホ,165,g,,2025-12-13,30,116,0,2026-12-31,92.3,15229.5,,4987213122018
2499010F1120,ジエノゲスト錠１ｍｇ「モチダ」,PTP/1mg1錠/10錠,持田販売,16,錠,,2024-12-14,120,480,0,2026-11-30,48.2,771.2,,4987224057309
1190022H1020,レグテクト錠３３３ｍｇ,PTP/333mg1錠/10錠,日本新薬,124,錠,,2025-05-01,84,342,0,2026-12-31,32.3,4005.2,,4987173018345
2655711Q1030,アトラント外用液１％,包装小/1%1mL/10mL,久光,0,mL,,2024-04-04,10,,0,,21.9,0,,4987128538508
2362001F2254,ウルソデオキシコール酸錠１００ｍｇ「ＮＩＧ」,PTP/100mg1錠/10錠,日医工岐阜,435,錠,,2026-04-02,87,6,0,2028-03-31,10.8,4698,,4987123872737
2139005F3063,フロセミド錠１０ｍｇ「ＮＩＧ」,PTP/10mg1錠/10錠,日医工岐阜,282.5,錠,,2026-04-02,56,6,0,2028-07-31,6.5,1836.25,,4987123874540
2649734Q1085,ジクロフェナクＮａゲル１％「日本臓器」,包装小/1%1g/50g,東光,-150,g,,2026-01-08,150,,0,,0,0,,4987174414016
2129011F1043,ベプリジル塩酸塩錠５０ｍｇ「ＴＥ」,PTP/50mg1錠/10錠,トーアエイヨー,224,錠,,2026-03-23,112,16,0,2028-06-30,17.1,3830.4,,4987142531011
3999053F2020,ジセレカ錠２００ｍｇ,PTP/200mg1錠/14錠,ギリアド・サイエンシズ,6,錠,,2026-01-21,56,77,0,2027-10-31,4089.4,24536.4,,4987028205920
3259114S1026,エンシュア・Ｈ,調剤用/10mL/バナナ,アボット,13750,mL,,2025-10-16,6000,174,13750,2026-06-30,0.91,12512.5,,4987439095844
3969108F2023,トラディアンス配合錠ＢＰ,PTP/1錠/10錠,日本ベーリンガー,119,錠,,2026-03-25,70,14,0,2028-07-31,322.9,38425.1,,4987413880619
1169017F2021,アジレクト錠１ｍｇ,PTP/1mg1錠/10錠,武田,53,錠,,2026-03-21,28,18,0,2027-08-31,928.8,49226.4,,4987123159081
5200130C1065,クラシエ防風通聖散料エキス細粒,分包/1g/3.75g,クラシエ,153.75,g,,2026-04-02,236.25,6,0,2028-12-31,10.1,1552.875,,4987045655005
2362001F1142,ウルソデオキシコール酸錠５０ｍｇ「ＮＩＧ」,PTP/50mg1錠/10錠,日医工岐阜,240,錠,,2026-01-21,168,77,0,2028-06-30,10.8,2592,,4987123872744
2655708Q1195,ビホナゾール外用液１％「イワキ」,包装小/1%1mL/10mL,岩城,60,mL,,2025-09-08,10,212,60,2026-05-31,10.9,654,,4987020020354
3136004F1093,メコバラミン錠２５０μｇ「ＪＧ」,PTP/0.25mg1錠/10錠,日本ジェネリック,428,錠,,2026-03-12,273,27,0,2027-12-31,6.1,2610.8,,4987792312312
2590008F2120,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「サワイ」,PTP/0.2mg1錠/14錠,沢井,229,錠,,2026-04-07,42,1,0,2028-04-30,15.9,3641.1,,4987080772071
1179045S1021,エビリファイ内用液０．１％,包装小/0.1%1mL/1mL,大塚製薬,23,mL,,2026-03-23,35,16,0,2027-02-28,27,621,,4987035574613
2189017F2312,ロスバスタチン錠５ｍｇ「ＮＩＧ」,PTP/5mg1錠/10錠,日医工岐阜,113.5,錠,,2026-04-06,35,2,113.5,2026-09-30,10.8,1225.8,,4987376708944
6149003R1062,クラリスロマイシンＤＳ小児用１０％「タカタ」,バラ/100mg1g,高田,115.5,g,,2026-02-13,14,54,0,2027-02-28,57.9,6687.45,,4987120614200
2259707S2027,ホクナリンテープ１ｍｇ,包装小/1mg1枚/1枚,マイランＥＰＤ,0,枚,,2025-11-17,7,,0,,23.5,0,,4987901118804
1190027F3025,デエビゴ錠１０ｍｇ,PTP/10mg1錠/10錠,エーザイ,196,錠,,2026-04-07,30,1,0,2028-06-30,103.6,20305.6,,4987028205722
4291031F2021,イクスタンジ錠８０ｍｇ,PTP/80mg1錠/14錠,アステラス,0,錠,,2025-07-14,70,,0,,4101.8,0,,4987233105190
1179052M1090,デュロキセチンカプセル２０ｍｇ「サワイ」,PTP/20mg1カプセル/10カプセル,沢井,168,カプセル,,2026-04-07,60,1,0,2028-07-31,23,3864,,4987080312116
2655711M1039,アトラント軟膏１％,包装小/1%1g/10g,久光,0,g,,2025-12-08,10,,0,,21.9,0,,4987158313786
3999027F1039,バゼドキシフェン錠２０ｍｇ「サワイ」,PTP/20mg1錠/10錠,沢井,54,錠,,2026-04-04,63,4,0,2028-08-31,25.7,1387.8,,4987080199113
2634708M1037,フシジンレオ軟膏２％,包装小/20mg1g/10g,第一三共,190,g,,2026-02-12,100,55,0,2028-12-31,25,4750,,4987274141201
1179039F2180,フルボキサミンマレイン酸塩錠５０ｍｇ「トーワ」,PTP/50mg1錠/10錠,東和薬品,165,錠,,2026-03-21,50,18,0,2030-07-31,12.3,2029.5,,4987155430011
3999053F1023,ジセレカ錠１００ｍｇ,PTP/100mg1錠/14錠,ギリアド・サイエンシズ,12,錠,,2026-04-02,63,6,0,2028-01-31,2109.5,25314,,4987028205890
3399004M4068,イコサペント酸エチル粒状カプセル９００ｍｇ「サワイ」,分包/900mg1包/1包,沢井,358,包,,2026-04-04,70,4,0,2027-12-31,41.2,14749.6,,4987080737414
2329020F2147,イルソグラジンマレイン酸塩錠４ｍｇ「ＮＩＧ」,PTP/4mg1錠/10錠,日医工岐阜,-63,錠,,2026-03-18,63,,0,,10.8,-680.4,,4987123875738
2171022F2483,アムロジピン錠５ｍｇ「ＶＴＲＳ」,PTP/5mg1錠/10錠,ヴィアトリスＨＣ,379,錠,,2026-04-07,30,1,0,2029-05-31,10.8,4093.2,,4987901128605
710010093324,マイクロファイン,32G×4mm1本/14本,エムベクタ,111,本,,2026-03-16,42,23,0,2029-11-30,17,1887,,0383017013639
2144002F2349,エナラプリルマレイン酸塩錠５ｍｇ「トーワ」,PTP/5mg1錠/10錠,東和薬品,229,錠,,2026-03-30,28,9,0,2028-05-31,10.8,2473.2,,4987155008111
3339950R1142,ヘパリン類似物質外用泡状スプレー０．３％「ＰＰ」,包装小/1g/200g,サンファーマ,0,g,,2026-01-09,200,,0,,6.3,0,,4987047104037
1169700S3028,ニュープロパッチ９ｍｇ,包装小/9mg1枚/1枚,大塚製薬,14,枚,,2026-04-07,30,1,0,2027-08-31,410.5,5747,,4987035553113
1319724Q1103,プラノプロフェン点眼液０．１％「わかもと」,包装小/0.1%1mL/5mL,わかもと,75,mL,,2026-01-29,30,69,0,2028-06-30,26.9,2017.5,,4987243319914
4490026C1129,モンテルカスト細粒４ｍｇ「タカタ」,分包/4mg1包/1包,高田,155,包,,2026-03-24,28,15,0,2027-10-31,27.5,4262.5,,4987120447518
2655712M1025,ルリコン軟膏１％,包装小/1%1g/10g,サンファーマ,20,g,,2025-08-09,10,242,20,2026-05-31,28.2,564,,4987047105218
2329020F1167,イルソグラジンマレイン酸塩錠２ｍｇ「ＮＩＧ」,PTP/2mg1錠/10錠,日医工岐阜,271,錠,,2026-03-18,63,21,0,2027-05-31,10.6,2872.6,,4987123875721
1179025F3134,エチゾラム錠０．２５ｍｇ「トーワ」,PTP/0.25mg1錠/10錠,東和薬品,106,錠,,2025-12-25,14,104,6,2026-06-30,10.8,1144.8,,4987155144154
1149001F2168,ブルフェン錠２００,PTP/200mg1錠/10錠,科研,194,錠,,2026-03-06,20,33,0,2028-03-31,6.3,1222.2,,4987042005025
6152005F2113,ミノサイクリン塩酸塩錠１００ｍｇ「サワイ」,PTP/100mg1錠/10錠,沢井,143,錠,,2026-02-24,84,43,0,2027-09-30,28,4004,,4987080034315
2649895S1028,ＭＳ冷シップ「タイホウ」,包装小/10g/100g,岡山大鵬,100,g,,2025-10-15,900,175,0,2027-01-31,0.92,92,,4987117180152
3949002F2246,ベンズブロマロン錠５０ｍｇ「ＮＩＧ」,PTP/50mg1錠/10錠,日医工岐阜,171,錠,,2026-03-23,28,16,0,2028-04-30,6.3,1077.3,,4987123872768
2149042F2099,テルミサルタン錠４０ｍｇ「ＴＣＫ」,PTP/40mg1錠/10錠,辰巳,179,錠,,2026-04-02,28,6,0,2027-08-31,10.8,1933.2,,4987124155419
4490014F1238,エピナスチン塩酸塩錠１０ｍｇ「ＹＤ」,PTP/10mg1錠/10錠,陽進堂,216,錠,,2026-03-14,30,25,0,2028-05-31,9.8,2116.8,,4987476158106
4490022F1100,ベポタスチンベシル酸塩錠５ｍｇ「トーワ」,PTP/5mg1錠/10錠,東和薬品,236,錠,,2025-11-25,40,134,136,2026-08-31,10.8,2548.8,,4987155020144
2149026F3339,ドキサゾシン錠２ｍｇ「ＶＴＲＳ」,PTP/2mg1錠/10錠,ヴィアトリスＨＣ,124,錠,,2026-02-26,42,41,0,2028-01-31,10.8,1339.2,,4987901129909
2399713E1066,アズノールＳＴ錠口腔用５ｍｇ,PTP/5mg1錠/10錠,日本新薬,148,錠,,2026-03-06,20,33,0,2029-12-31,9.6,1420.8,,4987173016747
1124017F2046,ジアゼパム錠２「サワイ」,PTP/2mg1錠/10錠,沢井,118.5,錠,,2026-03-21,56,18,0,2028-08-31,6.1,722.85,,4987080002116
3999424G1025,エンブレル皮下注２５ｍｇシリンジ０．５ｍＬ,25mg0.5mL1筒/1筒,ファイザー,2,筒,,2026-03-05,4,34,0,2027-05-31,8396,16792,,4987123148535
4490023F2209,フェキソフェナジン塩酸塩錠３０ｍｇ「トーワ」,PTP/30mg1錠/10錠,東和薬品,330,錠,,2026-04-03,28,5,0,2030-02-28,22.5,7425,,4987155026085
2149042F1203,テルミサルタン錠２０ｍｇ「トーワ」,PTP/20mg1錠/10錠,東和薬品,281,錠,,2026-04-04,63,4,0,2030-04-30,10.8,3034.8,,4987155353068
3999468G5023,メトジェクト皮下注７．５ｍｇペン０．１５ｍＬ,7.5mg0.15mL1キット/1キット,日本メダック,2,キット,,2024-10-03,14,552,0,2027-11-30,1906,3812,,4987028206705
5200132D1035,ツムラ麻黄湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,180,g,,2026-02-12,105,55,0,2028-09-30,11.4,2052,,4987138802743
1319720Q3078,ヒアレイン点眼液０．１％,包装小/0.1%5mL1瓶/1瓶,参天,17,瓶,,2026-03-05,6,34,0,2028-04-30,192.9,3279.3,,4987084152558
6250002R1056,アシクロビルＤＳ８０％「ＮＫ」,バラ/80%1g,日本化薬,0.5,g,,2024-06-25,5.5,652,0,,0,0,,4987170020457
4419008F1431,タベジール錠１ｍｇ,PTP/1mg1錠/10錠,日新製薬,60,錠,,2025-07-16,20,266,60,2026-10-31,6.4,384,,4987447405017
2149048F3092,アジルサルタン錠１０ｍｇ「ＴＣＫ」,PTP/10mg1錠/10錠,辰巳,366,錠,,2026-03-25,28,14,0,2028-09-30,17.1,6258.6,,4987124160710
2149048F1090,アジルサルタン錠２０ｍｇ「ＴＣＫ」,PTP/20mg1錠/10錠,辰巳,297.5,錠,,2026-04-01,75,7,0,2028-09-30,25.8,7675.5,,4987124160819
2149048F2096,アジルサルタン錠４０ｍｇ「ＴＣＫ」,PTP/40mg1錠/10錠,辰巳,166,錠,,2026-03-18,62,21,0,2027-07-31,38.3,6357.8,,4987124160918
2149121F2044,ジルムロ配合錠ＨＤ「ＴＣＫ」,PTP/1錠/10錠,辰巳,142,錠,,2026-04-06,56,2,0,2028-11-30,24.8,3521.6,,4987124158915
7149004X1095,ｌ－メントール〈ハチ〉,バラ/1g,東洋製化,23,g,,2024-07-06,1,641,23,2026-10-31,15.9,365.7,,4987039145246
